ID,region,region_france,region_morocco,region_UK,region_ghana,region_georgia,group,sex,sex_female,CS_1,CS_2,CS_3,CS_4,CS_5,CS_6,CS_7,CS_8,CS_9,CS_10,CS_11,CS_12,CS_13,CS_14,CS_15,CS_16,CS_mean,CN_1,CN_2,CN_3,CN_4,CN_5,CN_6,CN_7,CN_8,CN_9,CN_10,CN_11,CN_12,CN_13,CN_14,CN_15,CN_16,CN_17,CN_18,CN_19,CN_20,CN_21,CN_22,CN_23,CN_24,CN_25,CN_26,CN_27,CN_28,CN_mean,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_mean,ATNumSNPs,,,,
B189,Georgia,0,0,0,0,1,Bergman,F,1,713.791175,717.8897,NaN,728.2439,754.1293,729.9696,761.0321,NaN,704.0841,572.9312,NaN,NaN,NaN,NaN,NaN,NaN,710.258884375,155.86,175.84,161.46,145.36,106.94,137.97,169.72,182.27,173.79,177.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.66,1.322,1.415,1.267,NaN,NaN,NaN,NaN,1.33466666666667,,,,,
B190,Georgia,0,0,0,0,1,Bergman,F,1,854.73751,792.0947,830.06,757.5807,1018.161,723.0668,880.1052,836.9628,914.6191,740.3238,NaN,NaN,NaN,NaN,NaN,NaN,834.771161,260.52,229.00,150.14,257.95,205.64,190.13,186.53,264.44,190.86,280.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.62,1.808588,1.964513,1.682023,1.437425,1.836754,1.517631,1.707822,1.707822,,,,,
B191,Georgia,0,0,0,0,1,Bergman,F,1,1390.0483,1492.727,1739.502,1163.119,1106.171,1249.404,1434.054,1494.453,1313.255,1442.682,NaN,NaN,NaN,NaN,NaN,NaN,1382.54153,220.93,228.33,225.62,200.03,211.16,187.72,249.96,201.93,219.46,187.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,213.22,1.321,1.231,1.529,NaN,NaN,NaN,NaN,1.36033333333333,,,,,
B192,Georgia,0,0,0,0,1,Bergman,F,1,1186.41615,1453.036,1266.661,1007.807,1197.633,999.1782,947.4073,1299.449,1228.696,1045.772,NaN,NaN,NaN,NaN,NaN,NaN,1163.205565,172.13,197.74,192.11,183.57,222.06,161.20,192.02,206.14,138.12,164.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,182.98,1.252,1.014,1.021,NaN,NaN,NaN,NaN,1.09566666666667,,,,,
B193,Georgia,0,0,0,0,1,Bergman,F,1,755.85504,591.9139,585.0111,830.06,738.5981,904.2649,817.9801,923.2476,736.8724,662.6674,NaN,NaN,NaN,NaN,NaN,NaN,754.647054,189.99,257.91,305.89,241.93,182.94,165.20,170.16,177.21,184.14,317.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219.28,1.16,1.389,1.301,NaN,NaN,NaN,NaN,1.28333333333333,,,,,
B194,Georgia,0,0,0,0,1,Bergman,F,1,1357.04445,1489.276,1522.064,1216.616,1704.988,883.5566,1225.244,1827.513,1128.605,1347.769,NaN,NaN,NaN,NaN,NaN,NaN,1370.267605,164.84,156.54,132.46,146.29,120.66,152.55,148.16,160.89,153.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.46,1.327,1.219,1.238,NaN,NaN,NaN,NaN,1.26133333333333,,,,,
B195,Georgia,0,0,0,0,1,Bergman,F,1,732.04044,885.2823,555.6743,800.7231,802.4488,745.5009,597.091,716.164,685.1015,847.317,NaN,NaN,NaN,NaN,NaN,NaN,736.734334,197.44,193.70,201.99,201.62,222.95,157.59,172.97,185.16,204.27,173.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,191.16,1.742,1.536,1.82,NaN,NaN,NaN,NaN,1.69933333333333,,,,,
B196,Georgia,0,0,0,0,1,Bergman,F,1,1167.2611,1021.612,1159.668,1095.817,1054.401,847.317,1233.873,1440.957,852.494,1568.658,NaN,NaN,NaN,NaN,NaN,NaN,1144.20581,187.16,180.64,238.50,189.13,211.98,195.90,207.41,178.80,247.27,181.70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.85,1.095,1.158,1.016,NaN,NaN,NaN,NaN,1.08966666666667,,,,,
B197,Georgia,0,0,0,0,1,Bergman,F,1,1901.1998,1863.752,2371.107,1480.648,1711.891,1047.498,2183.006,2008.711,2359.027,2038.047,NaN,NaN,NaN,NaN,NaN,NaN,1896.48868,208.92,196.72,189.44,163.37,185.95,240.43,194.40,172.27,200.58,184.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,193.69,1.261,1.273,1.246,NaN,NaN,NaN,NaN,1.26,,,,,
CS,Ohio,0,0,0,0,0,Canton-S,M,1,1611.80048,1270.11258,971.567097,1673.92555,2310.70754,1170.02219,2279.645,1513.43578,1166.57079,1254.58131,1278.74106,1076.83458,1642.86301,2148.49207,2250.30816,2308.98184,1620.5368148125,22.1184751,31.915494,38.3498793,35.4155386,32.1216448,36.5599896,52.9831803,29.1267118,34.9605215,35.0209375,49.3266037,48.0479715,51.2552593,45.1643942,19.605344,24.7501975,23.016,24.500556,22.5158452,28.0217996,36.1811961,24.0712863,35.5737878,33.8993452,35.3379125,39.2608487,35.5728001,35.9256161,34.3071120107143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
CS,Ohio,0,0,0,0,0,Canton-S,F,1,1511.71008,1668.74846,1763.66176,1294.27233,1891.3633,1171.74788,1843.0438,1411.61969,1561.75528,1561.75528,2390.08957,1653.21719,2324.51311,2557.48213,4264.19591,1760.21037,1914.33663375,34.1418569,45.4512628,40.3639447,21.9610457,22.5820813,29.1188234,51.4248198,27.9593653,23.0736358,18.7048917,35.7751239,72.1590807,81.8119916,42.1746998,13.7594648,37.3207159,31.9852628,20.1008623,62.0965787,17.8266287,38.8462422,24.9850626,36.3852484,25.1332528,44.1595915,60.2424393,26.9705149,64.7385828,37.5447525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
OR,Oregon,0,0,0,0,0,Oregon-R,M,1,2227.874106,2069.110034,2196.812,1991.454,1332.237653,2013.887748,1568.658,692.0043,2129.509,1061.303,2067.384,1075.109,1592.818,1261.484,2331.416,2326.239,1746.0812400625,170.517,163.902361,182.277916,172.330331,192.271023,154.208583,165.156794,168.994524,198.129788,179.310273,191.111837,191.148477,197.55174,168.140087,211.199,164.987539,163.357521,193.430961,199.558424,186.007063,182.899134,140.984364,208.702156,145.547653,238.30856,225.284708,256.359421,170.487615,185.077316178571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
OR,Oregon,0,0,0,0,0,Oregon-R,F,1,845.5912565,1175.199277,712.7126,850.7683,1125.15408,1214.890295,857.6711,957.7615,1416.797,1042.321,1437.505,1554.852,1028.515,971.5671,585.0111,1434.054,1075.64816303125,322.777535,348.181338,190.764042,193.502524,176.37864,254.49697,285.762408,226.842061,174.968637,200.593677,311.170374,229.398021,524.493982,308.320633,386.720675,251.480,177.023587,206.677352,221.897972,228.314841,231.47116,234.388025,360.865512,173.313087,232.382754,494.396929,318.814225,NaN,269.088776333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
YW,Indiana,0,0,0,0,0,YW,M,1,1601.446298,1893.088997,2005.259,1986.277,1660.119977,1965.568247,2381.461,2818.062,2315.885,2238.228,1639.412,1245.953,1760.21,1627.332,1484.099,1487.55,1881.8719699375,125.0707326,112.9466806,142.4215969,164.437,139.6519945,135.8063621,135.755,145.769,127.144,106.206,136.139,131.585,147.374,131.627,101.913,95.6116,123.278,106.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.284887038889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
YW,Indiana,0,0,0,0,0,YW,F,1,1135.508259,1097.542937,1494.453,1209.713,1370.202975,1325.334867,1242.501,1114.8,1485.825,1099.269,909.442,559.1256,1157.942,1237.324,1321.883,1337.415,1193.642602375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
CS,Texas,0,0,0,0,0,Canton-S,M,1,1342.591832,1608.349084,1206.262,1201.085,1542.772619,1532.41844,961.2129,1649.766,1413.345,1665.297,407.2644,1653.217,1520.339,2234.777,1485.825,1862.026,1455.4092671875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
CS,Texas,0,0,0,0,0,Canton-S,F,1,1411.619689,1573.835155,1406.443,2067.384,2284.822089,1346.043225,2279.645,2060.482,2126.058,1841.318,1508.259,1069.932,2246.857,NaN,NaN,NaN,1786.36139676923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,
